location,project,lure
588-NW,ABMI Ecosystem Health 2017,No
588-NW,ABMI Ecosystem Health 2013,No
588-SE,ABMI Ecosystem Health 2017,No
588-SE,ABMI Ecosystem Health 2013,No
588-SW,ABMI Ecosystem Health 2017,Yes
588-SW,ABMI Ecosystem Health 2013,No
589-NE,ABMI Ecosystem Health 2017,Yes
589-NW,ABMI Ecosystem Health 2017,No
589-SE,ABMI Ecosystem Health 2017,No
589-SW,ABMI Ecosystem Health 2017,Yes
590-NE,ABMI Ecosystem Health 2018,Yes
590-NW,ABMI Ecosystem Health 2018,No
590-SE,ABMI Ecosystem Health 2018,No
590-SW,ABMI Ecosystem Health 2018,Yes
592-NE,ABMI Ecosystem Health 2018,Yes
592-NW,ABMI Ecosystem Health 2018,No
592-SE,ABMI Ecosystem Health 2018,No
592-SW,ABMI Ecosystem Health 2018,Yes
593-NE,ABMI Ecosystem Health 2016,Yes
593-NW,ABMI Ecosystem Health 2016,No
593-SE,ABMI Ecosystem Health 2016,No
593-SW,ABMI Ecosystem Health 2016,Yes
594-NE,ABMI Ecosystem Health 2016,Yes
594-NW,ABMI Ecosystem Health 2016,No
594-SE,ABMI Ecosystem Health 2016,No
594-SW,ABMI Ecosystem Health 2016,Yes
595-NE,ABMI Ecosystem Health 2016,Yes
595-NW,ABMI Ecosystem Health 2016,No
595-SE,ABMI Ecosystem Health 2016,No
595-SW,ABMI Ecosystem Health 2016,Yes
599-NE,ABMI Ecosystem Health 2015,Yes
599-NW,ABMI Ecosystem Health 2015,No
599-SE,ABMI Ecosystem Health 2015,No
599-SW,ABMI Ecosystem Health 2015,Yes
5-NE,ABMI Ecosystem Health 2017,Yes
5-NW,ABMI Ecosystem Health 2017,No
5-SE,ABMI Ecosystem Health 2017,No
5-SW,ABMI Ecosystem Health 2017,Yes
600-NE,ABMI Ecosystem Health 2015,Yes
600-NW,ABMI Ecosystem Health 2015,No
600-SE,ABMI Ecosystem Health 2015,No
600-SW,ABMI Ecosystem Health 2015,Yes
601-NE,ABMI Ecosystem Health 2015,Yes
601-NW,ABMI Ecosystem Health 2015,No
601-SE,ABMI Ecosystem Health 2015,No
601-SW,ABMI Ecosystem Health 2015,Yes
602-NE,ABMI Ecosystem Health 2017,Yes
602-NW,ABMI Ecosystem Health 2017,No
602-SE,ABMI Ecosystem Health 2017,No
602-SW,ABMI Ecosystem Health 2017,Yes
603-NE,ABMI Ecosystem Health 2017,Yes
603-NW,ABMI Ecosystem Health 2017,No
603-SE,ABMI Ecosystem Health 2017,No
603-SW,ABMI Ecosystem Health 2017,Yes
604-NE,ABMI Ecosystem Health 2017,Yes
604-NW,ABMI Ecosystem Health 2017,No
604-SE,ABMI Ecosystem Health 2017,No
604-SW,ABMI Ecosystem Health 2017,Yes
605-NE,ABMI Ecosystem Health 2018,Yes
605-SW,ABMI Ecosystem Health 2018,No
606-NE,ABMI Ecosystem Health 2018,Yes
606-SW,ABMI Ecosystem Health 2018,No
607-NE,ABMI Ecosystem Health 2018,Yes
607-SW,ABMI Ecosystem Health 2018,No
608-NE,ABMI Ecosystem Health 2016,Yes
608-NW,ABMI Ecosystem Health 2016,No
608-SE,ABMI Ecosystem Health 2016,No
608-SW,ABMI Ecosystem Health 2016,Yes
616-NE,ABMI Ecosystem Health 2016,Yes
616-NW,ABMI Ecosystem Health 2016,No
616-SE,ABMI Ecosystem Health 2016,No
616-SW,ABMI Ecosystem Health 2016,Yes
617-NE,ABMI Ecosystem Health 2016,Yes
617-NW,ABMI Ecosystem Health 2016,No
617-SE,ABMI Ecosystem Health 2016,No
617-SW,ABMI Ecosystem Health 2016,Yes
618-NE,ABMI Ecosystem Health 2016,Yes
618-NW,ABMI Ecosystem Health 2016,No
618-SE,ABMI Ecosystem Health 2016,No
618-SW,ABMI Ecosystem Health 2016,Yes
619-NE,ABMI Ecosystem Health 2017,Yes
619-NW,ABMI Ecosystem Health 2017,No
619-SE,ABMI Ecosystem Health 2017,No
619-SW,ABMI Ecosystem Health 2017,Yes
620-NE,ABMI Ecosystem Health 2017,Yes
620-NW,ABMI Ecosystem Health 2017,No
620-SE,ABMI Ecosystem Health 2017,No
620-SW,ABMI Ecosystem Health 2017,Yes
621-NE,ABMI Ecosystem Health 2017,Yes
621-NE,ABMI Ecosystem Health 2013,No
621-NW,ABMI Ecosystem Health 2017,No
621-NW,ABMI Ecosystem Health 2013,No
621-SE,ABMI Ecosystem Health 2017,No
621-SE,ABMI Ecosystem Health 2013,No
621-SW,ABMI Ecosystem Health 2017,Yes
621-SW,ABMI Ecosystem Health 2013,No
622-NE,ABMI Ecosystem Health 2018,Yes
622-NW,ABMI Ecosystem Health 2018,No
622-SE,ABMI Ecosystem Health 2018,No
622-SW,ABMI Ecosystem Health 2018,Yes
623-NE,ABMI Ecosystem Health 2018,Yes
623-NW,ABMI Ecosystem Health 2018,No
623-SE,ABMI Ecosystem Health 2018,No
623-SW,ABMI Ecosystem Health 2018,Yes
624-NE,ABMI Ecosystem Health 2018,No
624-NW,ABMI Ecosystem Health 2018,No
624-SE,ABMI Ecosystem Health 2018,No
624-SW,ABMI Ecosystem Health 2018,Yes
625-NE,ABMI Ecosystem Health 2016,Yes
625-NW,ABMI Ecosystem Health 2016,No
625-SE,ABMI Ecosystem Health 2016,No
625-SW,ABMI Ecosystem Health 2016,Yes
626-NE,ABMI Ecosystem Health 2016,Yes
626-NW,ABMI Ecosystem Health 2016,No
626-SE,ABMI Ecosystem Health 2016,No
626-SW,ABMI Ecosystem Health 2016,Yes
627-NE,ABMI Ecosystem Health 2016,Yes
627-NW,ABMI Ecosystem Health 2016,No
627-SE,ABMI Ecosystem Health 2016,No
627-SW,ABMI Ecosystem Health 2016,Yes
631-NE,ABMI Ecosystem Health 2015,Yes
631-NW,ABMI Ecosystem Health 2015,No
631-SE,ABMI Ecosystem Health 2015,No
631-SW,ABMI Ecosystem Health 2015,Yes
632-NW,ABMI Ecosystem Health 2015,No
632-SE,ABMI Ecosystem Health 2015,No
632-SW,ABMI Ecosystem Health 2015,Yes
633-NE,ABMI Ecosystem Health 2015,Yes
633-NW,ABMI Ecosystem Health 2015,No
633-SE,ABMI Ecosystem Health 2015,No
633-SW,ABMI Ecosystem Health 2015,Yes
634-NE,ABMI Ecosystem Health 2017,Yes
634-NW,ABMI Ecosystem Health 2017,No
634-SE,ABMI Ecosystem Health 2017,No
634-SW,ABMI Ecosystem Health 2017,Yes
635-NE,ABMI Ecosystem Health 2017,Yes
635-NW,ABMI Ecosystem Health 2017,No
635-SE,ABMI Ecosystem Health 2017,No
635-SW,ABMI Ecosystem Health 2017,Yes
636-NE,ABMI Ecosystem Health 2017,Yes
636-NW,ABMI Ecosystem Health 2017,No
636-SE,ABMI Ecosystem Health 2017,No
636-SW,ABMI Ecosystem Health 2017,Yes
637-NE,ABMI Ecosystem Health 2018,Yes
637-SW,ABMI Ecosystem Health 2018,No
638-NE,ABMI Ecosystem Health 2018,Yes
638-SW,ABMI Ecosystem Health 2018,No
639-NE,ABMI Ecosystem Health 2018,Yes
639-SW,ABMI Ecosystem Health 2018,No
63-NE,ABMI Ecosystem Health 2016,Yes
63-NW,ABMI Ecosystem Health 2016,No
63-SE,ABMI Ecosystem Health 2016,No
63-SW,ABMI Ecosystem Health 2016,Yes
640-NE,ABMI Ecosystem Health 2016,Yes
640-NW,ABMI Ecosystem Health 2016,No
640-SE,ABMI Ecosystem Health 2016,No
640-SW,ABMI Ecosystem Health 2016,Yes
648-NE,ABMI Ecosystem Health 2016,No
648-NW,ABMI Ecosystem Health 2016,Yes
648-SE,ABMI Ecosystem Health 2016,No
648-SW,ABMI Ecosystem Health 2016,NA
649-NE,ABMI Ecosystem Health 2016,Yes
649-NW,ABMI Ecosystem Health 2016,No
649-SE,ABMI Ecosystem Health 2016,No
649-SW,ABMI Ecosystem Health 2016,Yes
64-NE,ABMI Ecosystem Health 2016,Yes
64-NW,ABMI Ecosystem Health 2016,No
64-SE,ABMI Ecosystem Health 2016,No
64-SW,ABMI Ecosystem Health 2016,Yes
650-NE,ABMI Ecosystem Health 2016,No
650-NW,ABMI Ecosystem Health 2016,No
650-SE,ABMI Ecosystem Health 2016,Yes
650-SW,ABMI Ecosystem Health 2016,NA
651-NE,ABMI Ecosystem Health 2017,Yes
651-NW,ABMI Ecosystem Health 2017,No
651-SE,ABMI Ecosystem Health 2017,No
651-SW,ABMI Ecosystem Health 2017,Yes
652-NE,ABMI Ecosystem Health 2017,Yes
652-NW,ABMI Ecosystem Health 2017,No
652-SE,ABMI Ecosystem Health 2017,No
652-SW,ABMI Ecosystem Health 2017,Yes
653-NE,ABMI Ecosystem Health 2017,Yes
653-NW,ABMI Ecosystem Health 2017,No
653-NW,ABMI Ecosystem Health 2013,No
653-SE,ABMI Ecosystem Health 2017,No
653-SE,ABMI Ecosystem Health 2013,No
653-SW,ABMI Ecosystem Health 2017,Yes
653-SW,ABMI Ecosystem Health 2013,No
657-NE,ABMI Ecosystem Health 2016,Yes
657-NW,ABMI Ecosystem Health 2016,No
657-SE,ABMI Ecosystem Health 2016,No
657-SW,ABMI Ecosystem Health 2016,Yes
658-NE,ABMI Ecosystem Health 2016,Yes
658-NW,ABMI Ecosystem Health 2016,No
658-SE,ABMI Ecosystem Health 2016,No
658-SW,ABMI Ecosystem Health 2016,Yes
659-NE,ABMI Ecosystem Health 2016,Yes
659-NW,ABMI Ecosystem Health 2016,No
659-SE,ABMI Ecosystem Health 2016,No
659-SW,ABMI Ecosystem Health 2016,Yes
65-NE,ABMI Ecosystem Health 2016,Yes
65-NW,ABMI Ecosystem Health 2016,No
65-SE,ABMI Ecosystem Health 2016,No
65-SW,ABMI Ecosystem Health 2016,Yes
663-NE,ABMI Ecosystem Health 2015,Yes
663-NW,ABMI Ecosystem Health 2015,No
663-SE,ABMI Ecosystem Health 2015,No
663-SW,ABMI Ecosystem Health 2015,Yes
664-NE,ABMI Ecosystem Health 2015,Yes
664-NW,ABMI Ecosystem Health 2015,No
664-SE,ABMI Ecosystem Health 2015,No
664-SW,ABMI Ecosystem Health 2015,Yes
665-NE,ABMI Ecosystem Health 2015,Yes
665-NW,ABMI Ecosystem Health 2015,No
665-SE,ABMI Ecosystem Health 2015,No
665-SW,ABMI Ecosystem Health 2015,Yes
666-NE,ABMI Ecosystem Health 2017,Yes
666-NW,ABMI Ecosystem Health 2017,No
666-SE,ABMI Ecosystem Health 2017,No
666-SW,ABMI Ecosystem Health 2017,Yes
667-NE,ABMI Ecosystem Health 2017,Yes
667-NW,ABMI Ecosystem Health 2017,No
667-SE,ABMI Ecosystem Health 2017,No
667-SW,ABMI Ecosystem Health 2017,Yes
668-NE,ABMI Ecosystem Health 2017,Yes
668-NW,ABMI Ecosystem Health 2017,No
668-SE,ABMI Ecosystem Health 2017,No
668-SW,ABMI Ecosystem Health 2017,Yes
669-NE,ABMI Ecosystem Health 2018,Yes
669-SW,ABMI Ecosystem Health 2018,No
670-NE,ABMI Ecosystem Health 2018,Yes
670-SW,ABMI Ecosystem Health 2018,No
671-NE,ABMI Ecosystem Health 2018,Yes
671-SW,ABMI Ecosystem Health 2018,No
672-NE,ABMI Ecosystem Health 2016,Yes
672-NW,ABMI Ecosystem Health 2016,No
672-SE,ABMI Ecosystem Health 2016,No
672-SW,ABMI Ecosystem Health 2016,Yes
679-NE,ABMI Ecosystem Health 2018,Yes
679-SW,ABMI Ecosystem Health 2018,No
680-NE,ABMI Ecosystem Health 2018,Yes
680-SW,ABMI Ecosystem Health 2018,No
681-NE,ABMI Ecosystem Health 2018,No
681-SW,ABMI Ecosystem Health 2018,Yes
691-NE,ABMI Ecosystem Health 2017,Yes
691-NW,ABMI Ecosystem Health 2017,No
691-SE,ABMI Ecosystem Health 2017,No
691-SW,ABMI Ecosystem Health 2017,Yes
692-NE,ABMI Ecosystem Health 2017,Yes
692-NW,ABMI Ecosystem Health 2017,No
692-SE,ABMI Ecosystem Health 2017,No
692-SW,ABMI Ecosystem Health 2017,Yes
693-NE,ABMI Ecosystem Health 2017,Yes
693-NW,ABMI Ecosystem Health 2017,No
693-SE,ABMI Ecosystem Health 2017,No
693-SW,ABMI Ecosystem Health 2017,Yes
694-NE,ABMI Ecosystem Health 2018,Yes
694-SW,ABMI Ecosystem Health 2018,No
695-NE,ABMI Ecosystem Health 2018,Yes
695-SW,ABMI Ecosystem Health 2018,No
696-NE,ABMI Ecosystem Health 2018,Yes
696-SW,ABMI Ecosystem Health 2018,No
697-NE,ABMI Ecosystem Health 2016,Yes
697-NW,ABMI Ecosystem Health 2016,No
697-SE,ABMI Ecosystem Health 2016,No
697-SW,ABMI Ecosystem Health 2016,Yes
698-NE,ABMI Ecosystem Health 2016,Yes
698-NW,ABMI Ecosystem Health 2016,No
698-SE,ABMI Ecosystem Health 2016,No
698-SW,ABMI Ecosystem Health 2016,Yes
699-NE,ABMI Ecosystem Health 2016,Yes
699-NW,ABMI Ecosystem Health 2016,No
699-SE,ABMI Ecosystem Health 2016,No
699-SW,ABMI Ecosystem Health 2016,Yes
6-NE,ABMI Ecosystem Health 2017,Yes
6-NW,ABMI Ecosystem Health 2017,No
6-SE,ABMI Ecosystem Health 2017,No
6-SW,ABMI Ecosystem Health 2017,Yes
710-NE,ABMI Ecosystem Health 2018,Yes
710-SW,ABMI Ecosystem Health 2018,No
711-NE,ABMI Ecosystem Health 2018,Yes
711-SW,ABMI Ecosystem Health 2018,No
712-NE,ABMI Ecosystem Health 2018,Yes
712-SW,ABMI Ecosystem Health 2018,No
714-NE,ABMI Ecosystem Health 2013,No
714-NW,ABMI Ecosystem Health 2013,No
714-SE,ABMI Ecosystem Health 2013,No
714-SW,ABMI Ecosystem Health 2013,No
722-NE,ABMI Ecosystem Health 2017,Yes
722-NW,ABMI Ecosystem Health 2017,No
722-SE,ABMI Ecosystem Health 2017,No
722-SW,ABMI Ecosystem Health 2017,Yes
723-NE,ABMI Ecosystem Health 2017,Yes
723-NW,ABMI Ecosystem Health 2017,No
723-SE,ABMI Ecosystem Health 2017,No
723-SW,ABMI Ecosystem Health 2017,Yes
724-NE,ABMI Ecosystem Health 2017,Yes
724-NW,ABMI Ecosystem Health 2017,No
724-SE,ABMI Ecosystem Health 2017,No
724-SW,ABMI Ecosystem Health 2017,Yes
725-NE,ABMI Ecosystem Health 2018,Yes
725-SW,ABMI Ecosystem Health 2018,NA
726-NE,ABMI Ecosystem Health 2018,Yes
726-SW,ABMI Ecosystem Health 2018,NA
727-NE,ABMI Ecosystem Health 2018,Yes
727-SW,ABMI Ecosystem Health 2018,No
728-NE,ABMI Ecosystem Health 2016,Yes
728-NW,ABMI Ecosystem Health 2016,No
728-SE,ABMI Ecosystem Health 2016,No
728-SW,ABMI Ecosystem Health 2016,Yes
729-NE,ABMI Ecosystem Health 2016,Yes
729-NW,ABMI Ecosystem Health 2016,No
729-SE,ABMI Ecosystem Health 2016,No
729-SW,ABMI Ecosystem Health 2016,Yes
730-NE,ABMI Ecosystem Health 2016,Yes
730-NW,ABMI Ecosystem Health 2016,No
730-SE,ABMI Ecosystem Health 2016,No
730-SW,ABMI Ecosystem Health 2016,Yes
741-NE,ABMI Ecosystem Health 2018,Yes
741-SW,ABMI Ecosystem Health 2018,No
742-NE,ABMI Ecosystem Health 2018,Yes
742-SW,ABMI Ecosystem Health 2018,No
743-NE,ABMI Ecosystem Health 2018,Yes
743-SW,ABMI Ecosystem Health 2018,No
753-NE,ABMI Ecosystem Health 2017,Yes
753-NW,ABMI Ecosystem Health 2017,No
753-SE,ABMI Ecosystem Health 2017,No
753-SW,ABMI Ecosystem Health 2017,Yes
754-NE,ABMI Ecosystem Health 2017,Yes
754-NW,ABMI Ecosystem Health 2017,No
754-SE,ABMI Ecosystem Health 2017,No
754-SW,ABMI Ecosystem Health 2017,Yes
755-NE,ABMI Ecosystem Health 2017,Yes
755-NW,ABMI Ecosystem Health 2017,No
755-SE,ABMI Ecosystem Health 2017,No
755-SW,ABMI Ecosystem Health 2017,Yes
756-NE,ABMI Ecosystem Health 2018,Yes
756-SW,ABMI Ecosystem Health 2018,No
757-NE,ABMI Ecosystem Health 2018,Yes
757-SW,ABMI Ecosystem Health 2018,No
758-NE,ABMI Ecosystem Health 2018,Yes
758-SW,ABMI Ecosystem Health 2018,No
759-NE,ABMI Ecosystem Health 2016,Yes
759-NW,ABMI Ecosystem Health 2016,No
759-SE,ABMI Ecosystem Health 2016,No
759-SW,ABMI Ecosystem Health 2016,Yes
760-NE,ABMI Ecosystem Health 2016,Yes
760-NW,ABMI Ecosystem Health 2016,No
760-SE,ABMI Ecosystem Health 2016,No
760-SW,ABMI Ecosystem Health 2016,Yes
761-NE,ABMI Ecosystem Health 2016,Yes
761-NW,ABMI Ecosystem Health 2016,No
761-SE,ABMI Ecosystem Health 2016,No
761-SW,ABMI Ecosystem Health 2016,Yes
767-NE,ABMI Ecosystem Health 2018,Yes
767-NW,ABMI Ecosystem Health 2018,No
767-SE,ABMI Ecosystem Health 2018,No
767-SW,ABMI Ecosystem Health 2018,Yes
768-NE,ABMI Ecosystem Health 2018,Yes
768-NW,ABMI Ecosystem Health 2018,No
768-SE,ABMI Ecosystem Health 2018,No
768-SW,ABMI Ecosystem Health 2018,Yes
769-NE,ABMI Ecosystem Health 2018,Yes
769-NW,ABMI Ecosystem Health 2018,No
769-SE,ABMI Ecosystem Health 2018,No
769-SW,ABMI Ecosystem Health 2018,Yes
782-NE,ABMI Ecosystem Health 2018,Yes
782-NW,ABMI Ecosystem Health 2018,No
782-SE,ABMI Ecosystem Health 2018,No
782-SW,ABMI Ecosystem Health 2018,Yes
791-NE,ABMI Ecosystem Health 2015,Yes
791-NW,ABMI Ecosystem Health 2015,No
791-SE,ABMI Ecosystem Health 2015,No
791-SW,ABMI Ecosystem Health 2015,Yes
792-NE,ABMI Ecosystem Health 2015,Yes
792-NW,ABMI Ecosystem Health 2015,No
792-SE,ABMI Ecosystem Health 2015,No
792-SW,ABMI Ecosystem Health 2015,Yes
793-NE,ABMI Ecosystem Health 2015,Yes
793-NW,ABMI Ecosystem Health 2015,No
793-SE,ABMI Ecosystem Health 2015,No
793-SW,ABMI Ecosystem Health 2015,Yes
794-NE,ABMI Ecosystem Health 2015,Yes
794-NW,ABMI Ecosystem Health 2015,No
794-SE,ABMI Ecosystem Health 2015,No
794-SW,ABMI Ecosystem Health 2015,Yes
799-NE,ABMI Ecosystem Health 2018,Yes
799-NW,ABMI Ecosystem Health 2018,No
799-SE,ABMI Ecosystem Health 2018,No
799-SW,ABMI Ecosystem Health 2018,Yes
7-NE,ABMI Ecosystem Health 2018,No
7-SW,ABMI Ecosystem Health 2018,Yes
800-NE,ABMI Ecosystem Health 2018,Yes
800-NW,ABMI Ecosystem Health 2018,No
800-SE,ABMI Ecosystem Health 2018,No
800-SW,ABMI Ecosystem Health 2018,No
801-NE,ABMI Ecosystem Health 2018,Yes
801-NW,ABMI Ecosystem Health 2018,No
801-SE,ABMI Ecosystem Health 2018,No
801-SW,ABMI Ecosystem Health 2018,Yes
816-NE,ABMI Ecosystem Health 2018,Yes
816-NW,ABMI Ecosystem Health 2018,No
816-SE,ABMI Ecosystem Health 2018,No
816-SW,ABMI Ecosystem Health 2018,Yes
823-NE,ABMI Ecosystem Health 2015,Yes
823-NW,ABMI Ecosystem Health 2015,No
823-SE,ABMI Ecosystem Health 2015,No
823-SW,ABMI Ecosystem Health 2015,Yes
824-SE,ABMI Ecosystem Health 2015,No
824-SW,ABMI Ecosystem Health 2015,Yes
825-NE,ABMI Ecosystem Health 2015,Yes
825-NW,ABMI Ecosystem Health 2015,No
825-SE,ABMI Ecosystem Health 2015,No
825-SW,ABMI Ecosystem Health 2015,Yes
826-NE,ABMI Ecosystem Health 2017,Yes
826-NW,ABMI Ecosystem Health 2017,No
826-SE,ABMI Ecosystem Health 2017,No
826-SW,ABMI Ecosystem Health 2017,Yes
827-NE,ABMI Ecosystem Health 2017,Yes
827-NW,ABMI Ecosystem Health 2017,No
827-SE,ABMI Ecosystem Health 2017,No
827-SW,ABMI Ecosystem Health 2017,Yes
828-NE,ABMI Ecosystem Health 2017,Yes
828-NW,ABMI Ecosystem Health 2017,No
828-SE,ABMI Ecosystem Health 2017,No
828-SW,ABMI Ecosystem Health 2017,Yes
829-NE,ABMI Ecosystem Health 2018,Yes
829-SW,ABMI Ecosystem Health 2018,No
830-NE,ABMI Ecosystem Health 2018,Yes
830-SW,ABMI Ecosystem Health 2018,NA
831-NE,ABMI Ecosystem Health 2018,Yes
831-NW,ABMI Ecosystem Health 2018,NA
831-SE,ABMI Ecosystem Health 2018,No
831-SW,ABMI Ecosystem Health 2018,Yes
832-NE,ABMI Ecosystem Health 2018,Yes
832-NW,ABMI Ecosystem Health 2018,No
832-SE,ABMI Ecosystem Health 2018,No
832-SW,ABMI Ecosystem Health 2018,Yes
833-NE,ABMI Ecosystem Health 2018,Yes
833-NW,ABMI Ecosystem Health 2018,No
833-SE,ABMI Ecosystem Health 2018,No
833-SW,ABMI Ecosystem Health 2018,Yes
842-NW,ABMI Ecosystem Health 2013,No
842-SE,ABMI Ecosystem Health 2013,No
842-SW,ABMI Ecosystem Health 2013,No
848-NE,ABMI Ecosystem Health 2018,Yes
848-NW,ABMI Ecosystem Health 2018,No
848-SE,ABMI Ecosystem Health 2018,No
848-SW,ABMI Ecosystem Health 2018,Yes
855-NE,ABMI Ecosystem Health 2015,Yes
855-NW,ABMI Ecosystem Health 2015,No
855-SE,ABMI Ecosystem Health 2015,No
855-SW,ABMI Ecosystem Health 2015,Yes
856-NE,ABMI Ecosystem Health 2015,Yes
856-NW,ABMI Ecosystem Health 2015,No
856-SE,ABMI Ecosystem Health 2015,No
856-SW,ABMI Ecosystem Health 2015,No
857-NE,ABMI Ecosystem Health 2015,Yes
857-NW,ABMI Ecosystem Health 2015,No
857-SE,ABMI Ecosystem Health 2015,No
857-SW,ABMI Ecosystem Health 2015,Yes
858-NE,ABMI Ecosystem Health 2017,Yes
858-NW,ABMI Ecosystem Health 2017,No
858-SE,ABMI Ecosystem Health 2017,No
858-SW,ABMI Ecosystem Health 2017,Yes
859-NE,ABMI Ecosystem Health 2017,Yes
859-NW,ABMI Ecosystem Health 2017,No
859-SE,ABMI Ecosystem Health 2017,No
859-SW,ABMI Ecosystem Health 2017,Yes
860-NE,ABMI Ecosystem Health 2017,Yes
860-NW,ABMI Ecosystem Health 2017,No
860-SE,ABMI Ecosystem Health 2017,No
860-SW,ABMI Ecosystem Health 2017,Yes
861-NE,ABMI Ecosystem Health 2018,No
861-SW,ABMI Ecosystem Health 2018,Yes
862-NE,ABMI Ecosystem Health 2018,No
862-SW,ABMI Ecosystem Health 2018,Yes
887-NE,ABMI Ecosystem Health 2018,Yes
887-SW,ABMI Ecosystem Health 2018,No
888-NE,ABMI Ecosystem Health 2018,Yes
888-SW,ABMI Ecosystem Health 2018,No
889-NE,ABMI Ecosystem Health 2018,Yes
889-SW,ABMI Ecosystem Health 2018,No
890-NE,ABMI Ecosystem Health 2016,Yes
890-NW,ABMI Ecosystem Health 2016,No
890-NW-b,ABMI Ecosystem Health 2016,No
890-SE,ABMI Ecosystem Health 2016,No
890-SW,ABMI Ecosystem Health 2016,Yes
891B-NE,ABMI Ecosystem Health 2016,Yes
891B-NW,ABMI Ecosystem Health 2016,No
891B-SE,ABMI Ecosystem Health 2016,No
891B-SW,ABMI Ecosystem Health 2016,No
892-NE,ABMI Ecosystem Health 2016,Yes
892-NW,ABMI Ecosystem Health 2016,No
892-SE,ABMI Ecosystem Health 2016,No
892-SW,ABMI Ecosystem Health 2016,Yes
8-NE,ABMI Ecosystem Health 2018,No
8-SW,ABMI Ecosystem Health 2018,Yes
905B-NE,ABMI Ecosystem Health 2018,Yes
905B-NW,ABMI Ecosystem Health 2018,No
905B-SE,ABMI Ecosystem Health 2018,No
905B-SW,ABMI Ecosystem Health 2018,Yes
91-NE,ABMI Ecosystem Health 2016,Yes
91-NW,ABMI Ecosystem Health 2016,No
91-SE,ABMI Ecosystem Health 2016,No
91-SW,ABMI Ecosystem Health 2016,Yes
920-NE,ABMI Ecosystem Health 2018,Yes
920-SW,ABMI Ecosystem Health 2018,No
921-NE,ABMI Ecosystem Health 2014,Yes
921-NE,ABMI Ecosystem Health 2018,Yes
921-NW,ABMI Ecosystem Health 2014,No
921-SE,ABMI Ecosystem Health 2014,No
921-SW,ABMI Ecosystem Health 2014,Yes
921-SW,ABMI Ecosystem Health 2018,No
922-NE,ABMI Ecosystem Health 2018,Yes
922-SW,ABMI Ecosystem Health 2018,No
923-NE,ABMI Ecosystem Health 2016,Yes
923-NW,ABMI Ecosystem Health 2016,No
923-SE,ABMI Ecosystem Health 2016,No
923-SW,ABMI Ecosystem Health 2016,Yes
924-NE,ABMI Ecosystem Health 2016,No
924-NW,ABMI Ecosystem Health 2016,No
924-SE,ABMI Ecosystem Health 2016,Yes
924-SW,ABMI Ecosystem Health 2016,Yes
925-NE,ABMI Ecosystem Health 2016,Yes
925-NW,ABMI Ecosystem Health 2016,No
925-SE,ABMI Ecosystem Health 2016,No
925-SW,ABMI Ecosystem Health 2016,Yes
928-NE,ABMI Ecosystem Health 2014,Yes
928-NW,ABMI Ecosystem Health 2014,No
928-SE,ABMI Ecosystem Health 2014,No
928-SW,ABMI Ecosystem Health 2014,Yes
92-NE,ABMI Ecosystem Health 2016,Yes
92-NW,ABMI Ecosystem Health 2016,No
92-SE,ABMI Ecosystem Health 2016,No
92-SW,ABMI Ecosystem Health 2016,Yes
939-NE,ABMI Ecosystem Health 2018,Yes
939-NW,ABMI Ecosystem Health 2018,No
939-SE,ABMI Ecosystem Health 2018,No
939-SW,ABMI Ecosystem Health 2018,Yes
93-NE,ABMI Ecosystem Health 2016,Yes
93-NW,ABMI Ecosystem Health 2016,No
93-SE,ABMI Ecosystem Health 2016,No
93-SW,ABMI Ecosystem Health 2016,Yes
940-NE,ABMI Ecosystem Health 2018,Yes
940-NW,ABMI Ecosystem Health 2018,No
940-SE,ABMI Ecosystem Health 2018,No
940-SW,ABMI Ecosystem Health 2018,Yes
953-NE,ABMI Ecosystem Health 2018,Yes
953-SW,ABMI Ecosystem Health 2018,No
954-NE,ABMI Ecosystem Health 2018,Yes
954-SW,ABMI Ecosystem Health 2018,No
955-NE,ABMI Ecosystem Health 2018,Yes
955-SW,ABMI Ecosystem Health 2018,No
956-NE,ABMI Ecosystem Health 2016,Yes
956-NW,ABMI Ecosystem Health 2016,No
956-SE,ABMI Ecosystem Health 2016,No
956-SW,ABMI Ecosystem Health 2016,Yes
957-NE,ABMI Ecosystem Health 2016,Yes
957-NW,ABMI Ecosystem Health 2016,No
957-SE,ABMI Ecosystem Health 2016,No
957-SW,ABMI Ecosystem Health 2016,Yes
958-NE,ABMI Ecosystem Health 2016,Yes
958-NW,ABMI Ecosystem Health 2016,No
958-SE,ABMI Ecosystem Health 2016,No
958-SW,ABMI Ecosystem Health 2016,Yes
989-NE,ABMI Ecosystem Health 2015,Yes
989-NE-b,ABMI Ecosystem Health 2015,Yes
989-NW,ABMI Ecosystem Health 2015,No
989-SE,ABMI Ecosystem Health 2015,No
989-SE-b,ABMI Ecosystem Health 2015,No
989-SW,ABMI Ecosystem Health 2015,Yes
990-NE,ABMI Ecosystem Health 2015,Yes
990-NE-b,ABMI Ecosystem Health 2015,Yes
990-NW,ABMI Ecosystem Health 2015,No
990-SW,ABMI Ecosystem Health 2015,Yes
991-NE,ABMI Ecosystem Health 2015,Yes
991-NW,ABMI Ecosystem Health 2015,No
991-SE,ABMI Ecosystem Health 2015,No
991-SW,ABMI Ecosystem Health 2015,Yes
992-NE,ABMI Ecosystem Health 2017,Yes
992-NW,ABMI Ecosystem Health 2017,No
992-SE,ABMI Ecosystem Health 2017,No
