location,project,VegHF,SoilHF,VegForDetectionDistance
534-NW,ABMI Ecosystem Health 2018,Decid4,NA,Decid
534-SE,ABMI Ecosystem Health 2018,Decid4,NA,Decid
534-SW,ABMI Ecosystem Health 2018,Decid4,NA,Decid
535-NE,ABMI Ecosystem Health 2018,TreedBog4,NA,WetTreed
535-NW,ABMI Ecosystem Health 2018,TreedBog4,NA,WetTreed
535-SE,ABMI Ecosystem Health 2018,Pine4,NA,Conif
535-SW,ABMI Ecosystem Health 2018,Pine4,NA,Conif
536-NE,ABMI Ecosystem Health 2018,ShrubbySwamp,NA,Shrub
536-NW,ABMI Ecosystem Health 2018,ShrubbySwamp,NA,Shrub
536-SE,ABMI Ecosystem Health 2018,Decid4,NA,Decid
536-SW,ABMI Ecosystem Health 2018,TreedBog4,NA,WetTreed
537-NE,ABMI Ecosystem Health 2016,TreedFen7,NA,WetTreed
537-NW,ABMI Ecosystem Health 2016,TreedBog5,NA,WetTreed
537-SE,ABMI Ecosystem Health 2016,TreedFen5,NA,WetTreed
537-SW,ABMI Ecosystem Health 2016,TreedBog5,NA,WetTreed
538-NE,ABMI Ecosystem Health 2016,Decid6,NA,Decid
538-NW,ABMI Ecosystem Health 2016,TreedBog6,NA,WetTreed
538-SE,ABMI Ecosystem Health 2016,Decid6,NA,Decid
538-SW,ABMI Ecosystem Health 2016,SeismicLineWide,SeismicLineWide,Conif
538-SW,ABMI Ecosystem Health 2017,SeismicLineWide,SeismicLineWide,Conif
539-NE,ABMI Ecosystem Health 2016,Decid5,NA,Decid
539-NW,ABMI Ecosystem Health 2016,TreedBog3,NA,WetTreed
539-SE,ABMI Ecosystem Health 2016,Decid6,NA,Decid
539-SW,ABMI Ecosystem Health 2016,Decid5,NA,Decid
540-NE,ABMI Ecosystem Health 2014,TreedFen5,UNK,Conif
540-NW,ABMI Ecosystem Health 2014,TreedFen5,UNK,Conif
540-SE,ABMI Ecosystem Health 2014,TreedFen5,UNK,Conif
540-SW,ABMI Ecosystem Health 2014,TreedFen5,UNK,Conif
541-NE,ABMI Ecosystem Health 2014,TreedBog8,UNK,Conif
541-NW,ABMI Ecosystem Health 2014,TreedBog6,UNK,Conif
541-SE,ABMI Ecosystem Health 2014,Decid6,UNK,Decid
541-SW,ABMI Ecosystem Health 2014,ShrubbySwamp,UNK,Shrub
543-NE,ABMI Ecosystem Health 2015,Decid6,NA,Decid
543-NW,ABMI Ecosystem Health 2015,CCDecidR,CutBlocks,HF
543-SE,ABMI Ecosystem Health 2015,TreedBog5,NA,WetTreed
543-SW,ABMI Ecosystem Health 2015,CCDecidR,CutBlocks,HF
544-NE,ABMI Ecosystem Health 2015,TreedBog4,NA,WetTreed
544-NW,ABMI Ecosystem Health 2015,TreedBog5,NA,WetTreed
544-SE,ABMI Ecosystem Health 2015,TreedBog5,NA,WetTreed
544-SW,ABMI Ecosystem Health 2015,TreedBog5,NA,WetTreed
545-NE,ABMI Ecosystem Health 2015,PineR,NA,Conif
545-NW,ABMI Ecosystem Health 2015,ShrubbySwamp,NA,Shrub
545-SE,ABMI Ecosystem Health 2015,PineR,NA,Conif
545-SW,ABMI Ecosystem Health 2015,ShrubbyBog,NA,Shrub
555-NE,ABMI Ecosystem Health 2017,Decid5,NA,Decid
555-NW,ABMI Ecosystem Health 2017,CCDecidR,CutBlocks,HF
555-SE,ABMI Ecosystem Health 2017,CCDecid2,CutBlocks,Decid
555-SW,ABMI Ecosystem Health 2017,CCDecidR,CutBlocks,HF
559-NE,ABMI Ecosystem Health 2016,ShrubbyFen,NA,Shrub
559-NW,ABMI Ecosystem Health 2016,SpruceR,NA,Conif
559-SE,ABMI Ecosystem Health 2016,TreedSwamp6,NA,Shrub
559-SW,ABMI Ecosystem Health 2016,Decid4,NA,Decid
560-NE,ABMI Ecosystem Health 2016,TreedFen5,NA,WetTreed
560-NW,ABMI Ecosystem Health 2016,Spruce8,NA,Conif
560-SE,ABMI Ecosystem Health 2016,Decid4,NA,Decid
560-SW,ABMI Ecosystem Health 2016,TreedFen6,NA,WetTreed
561-NE,ABMI Ecosystem Health 2016,Mixedwood4,NA,Conif
561-NW,ABMI Ecosystem Health 2016,TreedFen4,NA,WetTreed
561-SE,ABMI Ecosystem Health 2016,Decid4,NA,Decid
561-SW,ABMI Ecosystem Health 2016,TreedBog4,NA,WetTreed
565-NE,ABMI Ecosystem Health 2018,Spruce7,NA,Conif
565-NW,ABMI Ecosystem Health 2018,Decid4,NA,Decid
565-SE,ABMI Ecosystem Health 2018,Decid4,NA,Decid
565-SW,ABMI Ecosystem Health 2018,Decid4,NA,Decid
566-NE,ABMI Ecosystem Health 2018,TreedFen4,NA,WetTreed
566-NW,ABMI Ecosystem Health 2018,TreedBog5,NA,WetTreed
566-SE,ABMI Ecosystem Health 2018,TreedFen5,NA,WetTreed
566-SW,ABMI Ecosystem Health 2018,TreedFen5,NA,WetTreed
567-NE,ABMI Ecosystem Health 2018,TreedFen4,NA,WetTreed
567-NW,ABMI Ecosystem Health 2018,TreedBog6,NA,WetTreed
567-SE,ABMI Ecosystem Health 2018,TreedBog3,NA,WetTreed
567-SW,ABMI Ecosystem Health 2018,TreedBog6,NA,WetTreed
568-NE,ABMI Ecosystem Health 2016,Spruce9,NA,Conif
568-NW,ABMI Ecosystem Health 2016,Spruce9,NA,Conif
568-SE,ABMI Ecosystem Health 2016,Spruce5,NA,Conif
568-SW,ABMI Ecosystem Health 2016,Spruce5,NA,Conif
569-NE,ABMI Ecosystem Health 2016,TreedFen7,NA,WetTreed
569-NW,ABMI Ecosystem Health 2016,TreedFen6,NA,WetTreed
569-SE,ABMI Ecosystem Health 2016,TreedFen7,NA,Shrub
569-SE,ABMI Ecosystem Health 2017,TreedFen7,NA,Shrub
569-SW,ABMI Ecosystem Health 2016,TreedSwamp5,NA,WetTreed
570-NE,ABMI Ecosystem Health 2016,TreedBog4,NA,WetTreed
570-NW,ABMI Ecosystem Health 2016,TreedBog5,NA,WetTreed
570-SE,ABMI Ecosystem Health 2016,TreedBog4,NA,WetTreed
570-SW,ABMI Ecosystem Health 2016,TreedBog4,NA,WetTreed
572-NE,ABMI Ecosystem Health 2014,TreedBog6,UNK,Conif
572-NW,ABMI Ecosystem Health 2014,Decid9,UNK,Decid
572-SE,ABMI Ecosystem Health 2014,Decid9,UNK,Decid
572-SW,ABMI Ecosystem Health 2014,TreedBog8,UNK,Conif
574-NE,ABMI Ecosystem Health 2015,CCSpruce1,CutBlocks,Shrub
574-NW,ABMI Ecosystem Health 2015,Decid4,NA,Decid
574-SE,ABMI Ecosystem Health 2015,TreedFen7,NA,WetTreed
574-SW,ABMI Ecosystem Health 2015,Decid4,NA,Decid
575-NE,ABMI Ecosystem Health 2015,TreedFen5,NA,WetTreed
575-NW,ABMI Ecosystem Health 2015,TreedFen5,NA,WetTreed
575-SE,ABMI Ecosystem Health 2015,ShrubbySwamp,NA,Shrub
575-SW,ABMI Ecosystem Health 2015,Pipeline,Pipeline,HF
576-NE,ABMI Ecosystem Health 2015,Decid4,NA,Decid
576-NW,ABMI Ecosystem Health 2015,CCDecidR,CutBlocks,HF
576-SE,ABMI Ecosystem Health 2015,CCDecidR,CutBlocks,HF
576-SW,ABMI Ecosystem Health 2015,TreedBog6,NA,WetTreed
584-NE,ABMI Ecosystem Health 2016,Decid4,Len,Decid
584-NW,ABMI Ecosystem Health 2016,Decid4,Lo,Decid
584-SE,ABMI Ecosystem Health 2016,Decid6,Lo,Decid
584-SW,ABMI Ecosystem Health 2016,Decid4,Lo,Decid
585-NE,ABMI Ecosystem Health 2016,Spruce5,Cy,Conif
585-NW,ABMI Ecosystem Health 2016,SeismicLineWide,SeismicLineWide,HF
585-SE,ABMI Ecosystem Health 2016,Spruce5,Cy,Conif
585-SW,ABMI Ecosystem Health 2016,TreedFen7,Len,WetTreed
586-NE,ABMI Ecosystem Health 2016,Decid4,NA,Decid
586-NW,ABMI Ecosystem Health 2016,Decid4,NA,Decid
586-SE,ABMI Ecosystem Health 2016,Decid5,NA,Decid
586-SW,ABMI Ecosystem Health 2016,Decid5,NA,Decid
587-NE,ABMI Ecosystem Health 2017,ShrubbyFen,NA,Shrub
587-NW,ABMI Ecosystem Health 2017,Decid4,NA,Decid
587-SE,ABMI Ecosystem Health 2017,Mixedwood6,NA,Decid
587-SW,ABMI Ecosystem Health 2017,TreedFen6,NA,WetTreed
588-NE,ABMI Ecosystem Health 2013,Decid4,UNK,Decid
588-NE,ABMI Ecosystem Health 2017,Decid4,NA,Decid
588-NW,ABMI Ecosystem Health 2013,Decid4,UNK,Decid
588-NW,ABMI Ecosystem Health 2017,Decid4,NA,Decid
588-SE,ABMI Ecosystem Health 2013,Mixedwood5,UNK,Decid
588-SE,ABMI Ecosystem Health 2017,Mixedwood5,NA,Decid
588-SW,ABMI Ecosystem Health 2013,TreedFen6,UNK,Conif
588-SW,ABMI Ecosystem Health 2017,Decid4,NA,Decid
589-NE,ABMI Ecosystem Health 2017,TreedBog8,NA,WetTreed
589-NW,ABMI Ecosystem Health 2017,TreedBog8,NA,WetTreed
589-SE,ABMI Ecosystem Health 2017,TreedFen5,NA,WetTreed
589-SW,ABMI Ecosystem Health 2017,Decid5,NA,Decid
590-NE,ABMI Ecosystem Health 2018,TreedFen7,NA,WetTreed
590-NW,ABMI Ecosystem Health 2018,TreedBog5,NA,WetTreed
590-SE,ABMI Ecosystem Health 2018,TreedFen2,NA,WetTreed
590-SW,ABMI Ecosystem Health 2018,TreedFen2,NA,WetTreed
592-NE,ABMI Ecosystem Health 2018,ShrubbyFen,NA,Shrub
592-NW,ABMI Ecosystem Health 2018,Marsh,NA,WetGrass
592-SE,ABMI Ecosystem Health 2018,ShrubbyFen,NA,Shrub
592-SW,ABMI Ecosystem Health 2018,TreedFen2,NA,WetTreed
593-NE,ABMI Ecosystem Health 2016,Pine5,NA,Conif
593-NW,ABMI Ecosystem Health 2016,Pine5,NA,Conif
593-SE,ABMI Ecosystem Health 2016,ShrubbySwamp,NA,Shrub
593-SW,ABMI Ecosystem Health 2016,Pine4,NA,Conif
594-NE,ABMI Ecosystem Health 2016,TreedBog4,NA,WetTreed
594-NW,ABMI Ecosystem Health 2016,ShrubbySwamp,NA,Shrub
594-SE,ABMI Ecosystem Health 2016,ShrubbyFen,NA,Shrub
594-SW,ABMI Ecosystem Health 2016,Pine4,NA,Conif
595-NE,ABMI Ecosystem Health 2016,GrassHerb,NA,Grass
595-NW,ABMI Ecosystem Health 2016,Mixedwood3,NA,WetTreed
595-SE,ABMI Ecosystem Health 2016,Decid5,NA,Decid
595-SW,ABMI Ecosystem Health 2016,CCDecidR,CutBlocks,HF
599-NE,ABMI Ecosystem Health 2015,TreedFen9,NA,WetTreed
599-NW,ABMI Ecosystem Health 2015,TreedFen9,NA,WetTreed
599-SE,ABMI Ecosystem Health 2015,TreedBog8,NA,WetTreed
599-SW,ABMI Ecosystem Health 2015,TreedBog7,NA,WetTreed
5-NE,ABMI Ecosystem Health 2017,Marsh,NA,WetGrass
5-NW,ABMI Ecosystem Health 2017,TreedFen2,NA,WetTreed
5-SE,ABMI Ecosystem Health 2017,Pine6,NA,Conif
5-SW,ABMI Ecosystem Health 2017,Pine6,NA,Conif
600-NE,ABMI Ecosystem Health 2015,Decid8,NA,Decid
600-NW,ABMI Ecosystem Health 2015,CCSpruce2,CutBlocks,Conif
600-SE,ABMI Ecosystem Health 2015,Decid8,NA,Decid
600-SW,ABMI Ecosystem Health 2015,CCDecid2,CutBlocks,Decid
601-NE,ABMI Ecosystem Health 2015,TreedBog6,NA,WetTreed
601-NW,ABMI Ecosystem Health 2015,TreedBog6,NA,WetTreed
601-SE,ABMI Ecosystem Health 2015,TreedBog7,NA,WetTreed
601-SW,ABMI Ecosystem Health 2015,ShrubbySwamp,NA,Shrub
602-NE,ABMI Ecosystem Health 2017,ShrubbySwamp,NA,Shrub
602-NW,ABMI Ecosystem Health 2017,ShrubbySwamp,NA,Shrub
602-SE,ABMI Ecosystem Health 2017,Pipeline,Pipeline,HF
602-SW,ABMI Ecosystem Health 2017,ShrubbySwamp,NA,Shrub
603-NE,ABMI Ecosystem Health 2017,ShrubbyBog,NA,Shrub
603-NW,ABMI Ecosystem Health 2017,TreedBog4,NA,WetTreed
603-SE,ABMI Ecosystem Health 2017,TreedBog4,NA,WetTreed
603-SW,ABMI Ecosystem Health 2017,ShrubbyFen,NA,Shrub
604-NE,ABMI Ecosystem Health 2017,TreedBog5,NA,WetTreed
604-NW,ABMI Ecosystem Health 2017,TreedFen4,NA,WetTreed
604-SE,ABMI Ecosystem Health 2017,SeismicLineWide,SeismicLineWide,HF
604-SW,ABMI Ecosystem Health 2017,TreedFen4,NA,WetTreed
605-NE,ABMI Ecosystem Health 2018,TreedBog5,NA,WetTreed
605-SW,ABMI Ecosystem Health 2018,SeismicLineWide,SeismicLineWide,HF
606-NE,ABMI Ecosystem Health 2018,Mixedwood7,NA,Decid
606-SW,ABMI Ecosystem Health 2018,Decid4,NA,Decid
607-NE,ABMI Ecosystem Health 2018,CCDecidR,CutBlocks,HF
607-SW,ABMI Ecosystem Health 2018,Mixedwood6,NA,Decid
608-NE,ABMI Ecosystem Health 2016,ShrubbySwamp,NA,Shrub
608-NW,ABMI Ecosystem Health 2016,TreedFen5,NA,WetTreed
608-SE,ABMI Ecosystem Health 2016,TreedFen5,NA,WetTreed
608-SW,ABMI Ecosystem Health 2016,Decid4,NA,Decid
616-NE,ABMI Ecosystem Health 2016,Decid7,Sb,Decid
616-NW,ABMI Ecosystem Health 2016,TreedSwamp2,Sb,Decid
616-SE,ABMI Ecosystem Health 2016,Decid4,NA,Decid
616-SW,ABMI Ecosystem Health 2016,Mixedwood5,NA,Conif
617-NE,ABMI Ecosystem Health 2016,TreedBog3,Len,WetTreed
617-NW,ABMI Ecosystem Health 2016,TreedSwamp5,Len,WetTreed
617-SE,ABMI Ecosystem Health 2016,Spruce5,Len,WetTreed
617-SW,ABMI Ecosystem Health 2016,TreedBog3,Len,WetTreed
618-NE,ABMI Ecosystem Health 2016,Decid4,TB,Decid
618-NW,ABMI Ecosystem Health 2016,CultivationTamePasture,CultivationTamePasture,Decid
618-SE,ABMI Ecosystem Health 2016,Decid5,TB,Decid
618-SW,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
619-NE,ABMI Ecosystem Health 2017,Mixedwood4,NA,Decid
619-NW,ABMI Ecosystem Health 2017,Spruce5,NA,Conif
619-SE,ABMI Ecosystem Health 2017,Spruce6,NA,Conif
619-SW,ABMI Ecosystem Health 2017,Spruce5,NA,Conif
620-NE,ABMI Ecosystem Health 2017,Decid4,NA,Decid
620-NW,ABMI Ecosystem Health 2017,Mixedwood4,NA,Decid
620-SE,ABMI Ecosystem Health 2017,Decid4,NA,Decid
620-SW,ABMI Ecosystem Health 2017,Decid4,NA,Decid
621-NE,ABMI Ecosystem Health 2013,Decid4,UNK,Decid
621-NE,ABMI Ecosystem Health 2017,ShrubbySwamp,NA,Shrub
621-NW,ABMI Ecosystem Health 2013,Mixedwood4,UNK,Decid
621-NW,ABMI Ecosystem Health 2017,Mixedwood3,NA,Decid
621-SE,ABMI Ecosystem Health 2013,TreedSwamp5,UNK,Decid
621-SE,ABMI Ecosystem Health 2017,Decid4,NA,Decid
621-SW,ABMI Ecosystem Health 2013,Decid4,UNK,Decid
621-SW,ABMI Ecosystem Health 2017,Decid4,NA,Decid
622-NE,ABMI Ecosystem Health 2018,Decid4,NA,Decid
622-NW,ABMI Ecosystem Health 2018,TreedSwamp4,NA,WetTreed
622-SE,ABMI Ecosystem Health 2018,Decid4,NA,Decid
622-SW,ABMI Ecosystem Health 2018,Decid4,NA,Decid
623-NE,ABMI Ecosystem Health 2018,DecidR,NA,Decid
623-NW,ABMI Ecosystem Health 2018,Mixedwood5,NA,Decid
623-SE,ABMI Ecosystem Health 2018,Mixedwood5,NA,Decid
623-SW,ABMI Ecosystem Health 2018,TreedSwampR,NA,WetTreed
624-NE,ABMI Ecosystem Health 2018,Decid6,NA,Decid
624-NW,ABMI Ecosystem Health 2018,Pine4,NA,Conif
624-SE,ABMI Ecosystem Health 2018,Spruce4,NA,Conif
624-SW,ABMI Ecosystem Health 2018,Mixedwood4,NA,Decid
625-NE,ABMI Ecosystem Health 2016,Decid4,NA,Decid
625-NW,ABMI Ecosystem Health 2016,Decid4,NA,Decid
625-SE,ABMI Ecosystem Health 2016,ShrubbyBog,NA,Shrub
625-SW,ABMI Ecosystem Health 2016,TreedFen5,NA,WetTreed
626-NE,ABMI Ecosystem Health 2016,TreedSwamp5,NA,WetTreed
626-NW,ABMI Ecosystem Health 2016,TreedBog5,NA,WetTreed
626-SE,ABMI Ecosystem Health 2016,ShrubbySwamp,NA,Shrub
626-SW,ABMI Ecosystem Health 2016,CCMixedwood2,CutBlocks,Conif
627-NE,ABMI Ecosystem Health 2016,Decid4,NA,Decid
627-NW,ABMI Ecosystem Health 2016,TreedBog5,NA,WetTreed
627-SE,ABMI Ecosystem Health 2016,Mixedwood4,NA,Decid
627-SW,ABMI Ecosystem Health 2016,Decid4,NA,Decid
631-NE,ABMI Ecosystem Health 2015,TreedBog5,NA,WetTreed
631-NW,ABMI Ecosystem Health 2015,SeismicLineWide,SeismicLineWide,HF
631-SE,ABMI Ecosystem Health 2015,TreedBog5,NA,WetTreed
631-SW,ABMI Ecosystem Health 2015,TreedFen6,NA,WetTreed
632-NE,ABMI Ecosystem Health 2015,ShrubbySwamp,NA,Shrub
632-NW,ABMI Ecosystem Health 2015,Decid8,NA,Decid
632-SE,ABMI Ecosystem Health 2015,TreedBog7,NA,WetTreed
632-SW,ABMI Ecosystem Health 2015,Spruce7,NA,Conif
633-NE,ABMI Ecosystem Health 2015,TreedBog1,NA,WetTreed
633-NW,ABMI Ecosystem Health 2015,TreedFen2,NA,WetGrass
633-SE,ABMI Ecosystem Health 2015,GraminoidFen,NA,WetGrass
633-SW,ABMI Ecosystem Health 2015,TreedFen1,NA,Water
634-NE,ABMI Ecosystem Health 2017,TreedBog6,NA,WetTreed
634-NW,ABMI Ecosystem Health 2017,GraminoidFen,NA,WetGrass
634-SE,ABMI Ecosystem Health 2017,TreedBog6,NA,WetTreed
634-SW,ABMI Ecosystem Health 2017,ShrubbyBog,NA,Shrub
635-NE,ABMI Ecosystem Health 2017,Pine2,NA,Conif
635-NW,ABMI Ecosystem Health 2017,Pine2,NA,Conif
635-SE,ABMI Ecosystem Health 2017,Pine4,NA,Conif
635-SW,ABMI Ecosystem Health 2017,TreedBog4,NA,WetTreed
636-NE,ABMI Ecosystem Health 2017,TreedFen5,NA,WetTreed
636-NW,ABMI Ecosystem Health 2017,TreedFen6,NA,WetTreed
636-SE,ABMI Ecosystem Health 2017,TreedFen6,NA,WetTreed
636-SW,ABMI Ecosystem Health 2017,Decid6,NA,Decid
637-NE,ABMI Ecosystem Health 2018,ShrubbyBog,NA,Shrub
637-SW,ABMI Ecosystem Health 2018,Decid5,NA,Decid
638-NE,ABMI Ecosystem Health 2018,CCDecid1,CutBlocks,Shrub
638-SW,ABMI Ecosystem Health 2018,ShrubbyFen,NA,Shrub
639-NE,ABMI Ecosystem Health 2018,Mixedwood7,NA,Decid
639-SW,ABMI Ecosystem Health 2018,CCMixedwood2,CutBlocks,Conif
63-NE,ABMI Ecosystem Health 2016,TreedSwamp5,NA,WetTreed
63-NW,ABMI Ecosystem Health 2016,ShrubbySwamp,NA,WetTreed
63-SE,ABMI Ecosystem Health 2016,ShrubbyFen,NA,Shrub
63-SW,ABMI Ecosystem Health 2016,ShrubbySwamp,NA,WetTreed
640-NE,ABMI Ecosystem Health 2016,Pine5,NA,Conif
640-NW,ABMI Ecosystem Health 2016,Pine5,NA,Conif
640-SE,ABMI Ecosystem Health 2016,Pine5,NA,Conif
640-SW,ABMI Ecosystem Health 2016,TreedFen5,NA,WetTreed
648-NE,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
648-NW,ABMI Ecosystem Health 2016,Marsh,Len,Water
648-SE,ABMI Ecosystem Health 2016,Mixedwood4,Lo,Conif
649-NE,ABMI Ecosystem Health 2016,CultivationTamePasture,CultivationTamePasture,HF
649-NW,ABMI Ecosystem Health 2016,CultivationTamePasture,CultivationTamePasture,HF
649-SE,ABMI Ecosystem Health 2016,CultivationTamePasture,CultivationTamePasture,HF
649-SW,ABMI Ecosystem Health 2016,ShrubbySwamp,Cy,Shrub
64-NE,ABMI Ecosystem Health 2016,PineR,NA,Conif
64-NW,ABMI Ecosystem Health 2016,DecidR,NA,Decid
64-SE,ABMI Ecosystem Health 2016,Decid4,NA,Decid
64-SW,ABMI Ecosystem Health 2016,DecidR,NA,Decid
650-NE,ABMI Ecosystem Health 2016,CultivationTamePasture,CultivationTamePasture,HF
650-NW,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
650-SE,ABMI Ecosystem Health 2016,CultivationCrop,CultivationCrop,HF
650-SW,ABMI Ecosystem Health 2016,RoadVegetatedVerge,RoadVegetatedVerge,HF
651-NE,ABMI Ecosystem Health 2017,Decid4,NA,Decid
651-NW,ABMI Ecosystem Health 2017,TreedFen5,NA,WetTreed
651-SE,ABMI Ecosystem Health 2017,Pine4,NA,Conif
651-SW,ABMI Ecosystem Health 2017,TreedBog4,NA,WetTreed
652-NE,ABMI Ecosystem Health 2017,Decid4,NA,Decid
652-NW,ABMI Ecosystem Health 2017,ShrubbySwamp,NA,Shrub
652-SE,ABMI Ecosystem Health 2017,ShrubbySwamp,NA,Shrub
652-SW,ABMI Ecosystem Health 2017,TreedFen4,NA,WetTreed
653-NE,ABMI Ecosystem Health 2013,Decid4,UNK,Decid
653-NE,ABMI Ecosystem Health 2017,Decid4,NA,Decid
653-NW,ABMI Ecosystem Health 2013,Decid5,UNK,Decid
653-NW,ABMI Ecosystem Health 2017,TreedBog5,NA,WetTreed
653-SE,ABMI Ecosystem Health 2013,Decid4,UNK,Decid
653-SE,ABMI Ecosystem Health 2017,SeismicLineWide,SeismicLineWide,HF
653-SW,ABMI Ecosystem Health 2013,Decid4,UNK,Decid
653-SW,ABMI Ecosystem Health 2017,Decid5,NA,Decid
657-NE,ABMI Ecosystem Health 2016,Decid4,NA,Decid
657-NW,ABMI Ecosystem Health 2016,TreedBog4,NA,WetTreed
657-SE,ABMI Ecosystem Health 2016,CCMixedwood1,CutBlocks,Shrub
657-SW,ABMI Ecosystem Health 2016,CCMixedwood1,CutBlocks,Shrub
658-NE,ABMI Ecosystem Health 2016,TreedBog6,NA,WetTreed
658-NW,ABMI Ecosystem Health 2016,TreedBog6,NA,WetTreed
658-SE,ABMI Ecosystem Health 2016,TreedBog4,NA,WetTreed
658-SW,ABMI Ecosystem Health 2016,TreedBog6,NA,WetTreed
659-NE,ABMI Ecosystem Health 2016,TreedFen3,NA,Shrub
659-NW,ABMI Ecosystem Health 2016,TreedFen7,NA,WetTreed
659-SE,ABMI Ecosystem Health 2016,ShrubbyBog,NA,Shrub
659-SW,ABMI Ecosystem Health 2016,TreedFen7,NA,HF
65-NE,ABMI Ecosystem Health 2016,Spruce4,NA,Conif
65-NW,ABMI Ecosystem Health 2016,TreedBog6,NA,Decid
65-SE,ABMI Ecosystem Health 2016,ShrubbyFen,NA,Shrub
65-SW,ABMI Ecosystem Health 2016,TreedBog6,NA,Water
663-NE,ABMI Ecosystem Health 2015,TreedFen3,NA,WetTreed
663-NW,ABMI Ecosystem Health 2015,TreedBog5,NA,WetTreed
663-SE,ABMI Ecosystem Health 2015,TreedBog5,NA,WetTreed
663-SW,ABMI Ecosystem Health 2015,TreedBog4,NA,WetTreed
664-NE,ABMI Ecosystem Health 2015,TreedBog6,NA,WetTreed
664-NW,ABMI Ecosystem Health 2015,Spruce9,NA,Conif
664-SE,ABMI Ecosystem Health 2015,Spruce8,NA,Conif
664-SW,ABMI Ecosystem Health 2015,Spruce7,NA,Conif
665-NE,ABMI Ecosystem Health 2015,TreedBog7,NA,WetTreed
665-NW,ABMI Ecosystem Health 2015,ShrubbyBog,NA,Shrub
665-SE,ABMI Ecosystem Health 2015,TreedFen5,NA,WetTreed
665-SW,ABMI Ecosystem Health 2015,ShrubbyBog,NA,WetTreed
666-NE,ABMI Ecosystem Health 2017,TreedFen6,NA,WetTreed
666-NW,ABMI Ecosystem Health 2017,TreedBog4,NA,WetTreed
666-SE,ABMI Ecosystem Health 2017,TreedBog5,NA,WetTreed
666-SW,ABMI Ecosystem Health 2017,TreedBog5,NA,WetTreed
667-NE,ABMI Ecosystem Health 2017,TreedBog1,NA,WetTreed
667-NW,ABMI Ecosystem Health 2017,TreedBog5,NA,WetTreed
667-SE,ABMI Ecosystem Health 2017,TreedBog5,NA,WetTreed
667-SW,ABMI Ecosystem Health 2017,Pine1,NA,Conif
668-NE,ABMI Ecosystem Health 2017,CCSpruce2,CutBlocks,Conif
668-NW,ABMI Ecosystem Health 2017,CCMixedwood1,CutBlocks,Shrub
668-SE,ABMI Ecosystem Health 2017,CCDecid2,CutBlocks,Decid
668-SW,ABMI Ecosystem Health 2017,Shrub,NA,Shrub
669-NE,ABMI Ecosystem Health 2018,TreedFen7,NA,WetTreed
669-SW,ABMI Ecosystem Health 2018,TreedBog5,NA,WetTreed
670-NE,ABMI Ecosystem Health 2018,Decid5,NA,Decid
670-SW,ABMI Ecosystem Health 2018,TreedFen3,NA,WetTreed
671-NE,ABMI Ecosystem Health 2018,TreedFen4,NA,WetTreed
671-SW,ABMI Ecosystem Health 2018,TreedFen5,NA,WetTreed
672-NE,ABMI Ecosystem Health 2016,Pine4,NA,Conif
672-NW,ABMI Ecosystem Health 2016,Pine2,NA,Conif
672-SE,ABMI Ecosystem Health 2016,TreedBog5,NA,WetTreed
672-SW,ABMI Ecosystem Health 2016,TreedBog2,NA,WetTreed
679-NE,ABMI Ecosystem Health 2018,CultivationCrop,CultivationCrop,HF
679-SW,ABMI Ecosystem Health 2018,Decid4,NA,Decid
680-NE,ABMI Ecosystem Health 2018,Decid4,NA,Decid
680-SW,ABMI Ecosystem Health 2018,Decid4,NA,Decid
681-NE,ABMI Ecosystem Health 2018,Mixedwood4,NA,Decid
681-SW,ABMI Ecosystem Health 2018,Decid4,NA,Decid
691-NE,ABMI Ecosystem Health 2017,Decid6,NA,Decid
691-NW,ABMI Ecosystem Health 2017,TreedBog6,NA,WetTreed
691-SE,ABMI Ecosystem Health 2017,Decid7,NA,Decid
691-SW,ABMI Ecosystem Health 2017,Decid4,NA,Decid
692-NE,ABMI Ecosystem Health 2017,TreedBog3,NA,WetTreed
692-NW,ABMI Ecosystem Health 2017,TreedFen5,NA,WetTreed
692-SE,ABMI Ecosystem Health 2017,TreedFen4,NA,WetTreed
692-SW,ABMI Ecosystem Health 2017,Decid4,NA,Decid
693-NE,ABMI Ecosystem Health 2017,TreedSwamp8,NA,WetTreed
693-NW,ABMI Ecosystem Health 2017,TreedBog5,NA,WetTreed
693-SE,ABMI Ecosystem Health 2017,Decid7,NA,Decid
693-SW,ABMI Ecosystem Health 2017,CCDecid1,CutBlocks,Shrub
694-NE,ABMI Ecosystem Health 2018,TreedFen9,NA,WetTreed
694-SW,ABMI Ecosystem Health 2018,TreedFen9,NA,WetTreed
695-NE,ABMI Ecosystem Health 2018,TreedBog2,NA,WetTreed
695-SW,ABMI Ecosystem Health 2018,TreedBog8,NA,WetTreed
696-NE,ABMI Ecosystem Health 2018,TreedBog7,NA,WetTreed
696-SW,ABMI Ecosystem Health 2018,Pipeline,Pipeline,HF
697-NE,ABMI Ecosystem Health 2016,Pine1,NA,Water
697-NW,ABMI Ecosystem Health 2016,TreedBog6,NA,WetTreed
697-SE,ABMI Ecosystem Health 2016,TreedSwamp8,NA,WetTreed
697-SW,ABMI Ecosystem Health 2016,Pine1,NA,Water
